text,label
BROS VALID,Not Bully
Haven't seen this guy in like 3 years he fat asf now,Not Bully
"We have a word to say about little shit like you, calling",Bully
@luhtwxzzy @evanguzman.36,Not Bully
Delete your account,Bully
Good god what is this,Not Bully
this niggas mad annoying,Bully
“sighs” goes to comments,Not Bully
@_sahej_,Not Bully
I want to shoot you with my shotgun,Bully
Did he sound?,Bully
Tofu.,Bully
get a job bro,Not Bully
Someone give this kid drugs,Bully
That’s a mixed kid. Yall virgins needa get off his meat,Not Bully
@wilbertp_,Not Bully
Tinha que ser gamer,Not Bully
"Nigga, you better not touch that dog.",Bully
It sucks.,Bully
@tristan_tier_femyfym is all the same.,Bully
Who the fuck are you?,Bully
@raafawgzzz w,Not Bully
Put it down,Not Bully
do fentanyl,Bully
Word my boy,Not Bully
@comprocuentas512  @san1of1,Not Bully
mf gave me a fucking side quest,Not Bully
United states was built upon war constantly practices war and is basically a 24/7 take out on wars just take a ticket and get in line,Not Bully
"Not funny I didn't laugh. Your joke is so bad I would have preferred the joke went over my head and you gave up re-telling me the joke. To be honest this is a horrid attempt at trying to get a laugh out of me . Not a chuckle, not a hehe ,not even a subtle burst of air out of my esophagus.  Science say before you laugh your brain preps your face muscles but I didn't even feel the slightest twitch. 0/10 this joke is so bad I cannot believe anyone legally allowed you to be creative at all. The amount of brain power you must have put into that joke has the potential to power every house on Earth. Get a personality and learn how to make a joke, read a book. I'm not saying this to be funny l genuinely mean it on how this is just bottom barrel embarrassment at comedy.  You've single handedly killed humor and every comedic act on the planet. I'm so disappointed that society has failed as a whole in being able to teach you how to be funny. Honestly if I put in all my power and time to try and make your joke funny it would require Einstein himself to build a device to strap me into so I can be connected to the energy of a billion stars to do it, and even that all that joke would get from people is a subtle scuff. You're lucky I sill have the slightest of empathy for you after telling that joke otherwise I would have committed every war crime in the book just to prevent you from attending any humor ever again. We should put that joke in text books so future generations can be wary of becoming such an absolute comedic failure. I'm disappointed,hurt and outright offended that my precious time has been wasted in my brain understanding that joke. In the time that took I was planning on helping kids who have been orphaned, but because of that you've waisted my time explaining the obscene in tegrity of your terrible attempt at comedy. Now those kids are suffering without meals and there's nobody to blame but you. I hope you're happy with what you have done and I truly hope you can move on and learn from this piss poor attempt",Bully
"Nigger, you don't have a purpose. You get out of here.",Bully
Dam he got fat,Not Bully
@voon_the_spoon ,Not Bully
Loose some weight fat nigha,Bully
Wanna be friends on roblox,Not Bully
Thirteenth reason,Not Bully
Eggcakes.,Bully
A lesbian haircut.,Bully
mega mind lookin ass,Bully
you should go for an eye appointment nigga,Bully
I have kids like you in my basement.,Bully
Tofu.,Bully
Get this weird Nica off my Fed Insta.,Bully
@isom.tech U proved urself again that u have ZERO idea bout Chinese regulations. Stay dumb lol,Not Bully
Tofu.,Bully
He got mad big,Not Bully
Interesting nigga952.,Bully
@orbitabsolute real,Not Bully
It flooded right there and they drove into it u can see and hear when it hit the water,Not Bully
I didn't ask you to give me any advice.,Bully
@luhtwxzzy @prestonmullane,Not Bully
yep buddy no college for u,Bully
@tristan_tier_femyfym is all the same.,Bully
Someone get this guy off here,Bully
@daxynjude stufu @daxynjude studu,Bully
I hate this guy bro,Bully
Sometimes I look at my toaster and my bathtub and wonder if it’s as bad as people say it is,Not Bully
"We have a word for little dog shit like you, called ",Bully
W,Not Bully
Hope you had a awesome Christmas @brendanslife !! I really enjoy you in the Dhar man series! Have a great night! ,Not Bully
Condoms could have saved us.,Bully
Bro loves a dog's booty,Not Bully
What's this nigger looking at?,Bully
How does he bike tho,Not Bully
@rubn_ak @milesvo1,Not Bully
“you fell off” ahh dreads,Not Bully
Niggers drinking Uranium Uranium Acid.,Bully
BRO GAVE ME A NEW ICK,Not Bully
Marla brought some sweets for your next meal with Fent.,Bully
Somebody give this kid drugs.,Bully
"If there's no living object to feel, all your property will kill itself in the worst way.",Bully
Ima oil you up and touch you,Bully
Of the chart,Not Bully
Funnynigga952,Bully
Nigger turns around and talks to his partner.,Bully
You're addicted to Fent.,Bully
Tofu.,Bully
He sold me on 63rd Street.,Bully
@noolimitpooh's hateful esh,Bully
I'm gonna shoot you with my shotgun.,Bully
How did u get so big?,Not Bully
I genuinely hate you,Bully
"no oil tonight, we going raw",Not Bully
@uncleshidfard91 I was sarcastic at the time.,Bully
Nigga was getting choked by the word,Bully
Just fall off bro,Bully
bro wanted a free car wash ,Not Bully
Oooh.. he got you!  Smart little Jacob! ,Not Bully
Nigger again?,Bully
@_r_1_1_f is this how you feel without your cousin,Not Bully
You can’t bike can you bc you’d be moving to much and fall off,Not Bully
"Yes,and it feels so nice",Not Bully
Who's this black nigger brother?,Bully
@___kartikay___ u,Not Bully
NAHH,Not Bully
Bro wanna be a meme so bad,Not Bully
ur fent got to me,Not Bully
Oil up lil chigga I'll be there in 5,Bully
Bro sister got killed ,Not Bully
@kidchriss Big Nigger ne aukaat dikha dikha di,Bully
Who the fuck are you?,Bully
Atleast he isn’t a shithead and begging for attention unlike other people with disabilities,Not Bully
Once beaten by those anti Asian than you know,Bully
@ross.parkerson you’ve matured,Not Bully
Where tf is this nigga looking,Bully
Are we forgetting about North Korea,Not Bully
@eduard_rvs @olayaaa.mck,Not Bully
This nigger's crazy. It's annoying.,Bully
"It's not funny for me. Your joke is so bad, I'd rather put it on my head, and you'd give it up. Honestly, it's a terrible attempt to make fun of me. It's not a joke, it's not a headache, it's not even a whisper of air from my esophagus. Science says, before you laugh, your brain heralds your face muscles, but I don't even feel a bit touched. The 0/10 joke is bad, and I can't believe that anyone is legally allowed to be creative. You have to inject the power of the brain into the potential of Hola, so that every house on Earth is empowered.",Bully
Did you start over?,Bully
"Tofu, nobody listens to you.",Bully
Nigger shut the fuck up.,Bully
Bro caused an earthquake,Not Bully
It sucks.,Bully
Eat 50 battery's,Not Bully
HELP,Not Bully
@agostino_manoj @howispal ,Not Bully
Start using fentanyl,Bully
Womp womp nigga purples for bitches,Bully
@daxynjude please stfu,Bully
"Nigger, don't do this again. You're skinny again.",Bully
@weeweesucker69 how do you get one,Not Bully
"@harryc0422 probably it’s because my family live in a single house, not in an apartment. Re apartment quality - I’ve lived in both luxury apartment in the suburb and old, okay-maintained apartment in the US, and I’ve also rented in Shanghai. With similar prices, luxury apartments in the US >= Shanghai > old apartment in the US. It’s not hard to find very nice apartments in Shanghai if you have the money. The problem is people are still not as rich as the US people, but with the same price, the quality of public service and even many private services, China could be better. That’s why aside from very good academia in the US and freedom of speech and self organization, my quality of life declines here a bit. And im talking about the less developed region in Ningbo vs NYC",Not Bully
Are you retarted,Bully
"This nigger has no whores, no band, no whores can work in strip clubs, sometimes strip clubs.",Bully
"Blue, you got an extra chromium or something.",Bully
@marekk0 no pls we're better than that trust me ,Not Bully
Sped,Bully
Oh no crinhe,Not Bully
Didnt know he was chill like that,Not Bully
your a stay but why didn't you dance thunderous 'the christmas' ver,Not Bully
Let's get our brothers back to therapy and spelling.,Bully
"Blue, you got an extra chromium or something.",Bully
Atrasou divooo,Not Bully
Condoms could have saved us.,Bully
dont stop im so close,Not Bully
Interesting nigga952.,Bully
This nigga sold me fentanyl,Not Bully
“I’m your Uber driver”,Not Bully
"@210glamm nah , it's just water coming through the air vents from the front becusse he didn't have recirculation on",Not Bully
@lifewithkidjumbo it was flooded right there,Not Bully
Will a bayonet get under your skin,Not Bully
He’d make a good litigator one day!,Not Bully
Got her!,Not Bully
@is.rvl caught you,Not Bully
@jvllan,Not Bully
i’ve never had to fight the urge to slap somebody so bad,Bully
@noahsteink22 he’s got the same shirt on in every video ,Not Bully
Call CCCP on your ass.,Bully
@just_tati594,Not Bully
I've never resisted the urge to slap someone else.,Bully
I know you're alive.,Bully
@uncleshidfard91 I was sarcastic at the time.,Bully
@1.cxl This is a low honor comment.,Not Bully
"Type A, type V, type V, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, 6 type VI, type VI, type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type VI,",Bully
@noolimitpooh's hateful esh,Bully
The fire is not a friendly fire to Chigga.,Bully
Niggers cut off your hair at this point.,Bully
Let's get our brothers back to therapy and spelling.,Bully
Go to school lil whigga,Bully
This nigger.,Bully
Spitting Sam,Not Bully
I've had enough of this nigger.,Bully
@shefwjordan00 Nigger @shefwjordan00,Bully
This man sold me fentanyl,Not Bully
NIGGA THIS IS THE 24TH TIME YOU HAVE FUCKING APPEARED ON MY REELS OH MY FUCKING GOD,Bully
"@google_translator.1 sure, why not ",Not Bully
D!e,Bully
@reggi_ramirezrrr @d.hdez_,Not Bully
be quiet,Not Bully
Wash your fat ass hair.,Bully
I hate you. I hate you.,Bully
It means you have the Hella sign on your teeth.,Bully
@adahill.vb ,Not Bully
D!e!,Bully
"Nigger, don't do this again. You're skinny again.",Bully
@chxartishvili4 ahahah,Not Bully
Put some gas in it. I'll be there in five minutes.,Bully
nigga ,Bully
Why the yt kid telling him to say it,Not Bully
"Not a smiley face, not a headache, not even a subtle amount of air from my esophagus. Science says, I didn't even feel a little touched before you laughed at your brain for your muscles. It's a bad joke, I can't believe that anyone legally allowed you any creativity. You have to put it into that joke. You have to put the amount of brain energy into that brain that has the potential to power every house on Earth. Get a personality, learn a joke, read a book. I'm not saying it's funny.",Bully
Man he went hard,Not Bully
Drink fentanyl,Bully
Jeffery Dahmer?!,Not Bully
Whattt,Not Bully
Take me for a nasty button...,Bully
@telvinchegge shut up my gosh,Bully
Oil up be there in 5,Not Bully
@pugs_are_hot honeybun.,Not Bully
@rubn_ak ,Not Bully
he funny,Not Bully
Who's this black nigger brother?,Bully
I hate this fat nigger.,Bully
A lesbian haircut.,Bully
Prime is ass,Not Bully
"Nigger, don't do this again. You're skinny again.",Bully
This piece of shit. This piece of shit.,Bully
"Your teeth, your teeth, your society.",Bully
@kiddchrisss big nigga ne aukaat dikha di,Bully
Call CCCP on your ass.,Bully
Go eat the dog. Don't put this shit on.,Bully
Who's this black nigger brother?,Bully
Nigg who u,Bully
"You're fascinated by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthralled by me, you're enthraled by me.",Bully
SigmaniggaName,Bully
"@daxynjude, please.",Bully
I know were you live ,Bully
Bros curl’s giving us a code 3530 ,Not Bully
you old as hell,Not Bully
Go eat the dog. Don't put this shit on.,Bully
Kid austin powers lookin ass,Not Bully
Who's the nigger and who's the u?,Bully
Neithee,Not Bully
I hate you.,Bully
These kids are going to regret this when they enter high school,Not Bully
He pissed me off. I hate him. I hate him with all my heart.,Bully
"Tofu, nobody listens to you.",Bully
"You fucking autistic retard, looking at your ass, you look like that Roblox drifter ma boi, you need a tooth cover, a tooth cover, your ass, your parents have a reason you're in the basement.",Bully
Somebody give this kid drugs.,Bully
Nigga takes the coronary virus seriously.,Bully
@arma_gratian,Not Bully
"Who's Nicole, you?",Bully
Bro:You can’t be laging that bad.,Not Bully
bruh ain’t no way lil chigga be disrespecting my country imma send him back to make more phones,Bully
I hate you. I hate you.,Bully
This nigger.,Bully
"It's not funny for me. Your joke is so bad, I'd rather put it on my head, and you'd give it up. Honestly, it's a terrible attempt to make fun of me. It's not a joke, it's not a headache, it's not even a whisper of air from my esophagus. Science says, before you laugh, your brain heralds your face muscles, but I don't even feel a bit touched. The 0/10 joke is bad, and I can't believe that anyone is legally allowed to be creative. You have to inject the power of the brain into the potential of Hola, so that every house on Earth is empowered.",Bully
Heinigan 901 ball.,Bully
I know u got hella booty too,Not Bully
Honestly kid go post this on YouTube shorts you will get less hate ,Not Bully
@gerarayav8 solido,Not Bully
Mr. Nigton came back.,Bully
@kmtunduuu,Not Bully
@fresh.princeofjamaica,Not Bully
I HATE YOU I HATE YOU I HATE YOU,Bully
Ain’t nobody cumming to you lil nigga,Bully
"Go to school, go to the Lylewiggga School Whiggga School Whiggga School Whiggga School Whiggga School Whiggga School Whiggga School Whiggga School",Bully
Stfu bro nobody hear your shit,Bully
This isn't YouTube n*gga.,Bully
@noolimitpooh's hateful esh,Bully
@kidchriss Big Nigger ne aukaat dikha dikha di,Bully
You know I heard the origin of his kind were made this way,Not Bully
oo chigga(oo chigga),Bully
nigga why u ashy,Bully
I'm hard,Not Bully
@uncleshidfard91 I was sarcastic at the time.,Bully
Abe tera baap tereko marta nhi hai ky?,Not Bully
What’s bro yappen about ,Not Bully
is bro looksmaxx he would look goof,Not Bully
You spelt color wrong ,Not Bully
what.,Not Bully
"If there's no living object to feel, all your property will kill itself in the worst way.",Bully
Alright brodie go head and spread em,Not Bully
@telvinchege shut my gosh up.,Bully
Fat-ass niggers always lie.,Bully
@swrev_ why tf u like this gang,Not Bully
@txss.mauri me rn,Not Bully
He sold me fentanyl,Not Bully
70298k. Shut the fuck up.,Bully
I see that in my house and I shoot it with everything and machete with ganjrena,Not Bully
This nigga ,Bully
# It's got to be the Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-Titi-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T-T,Bully
I remember er my first time to,Not Bully
@luhtwxzzy @hunter_low00,Not Bully
It's a sound cookie.,Bully
I hate you. I hate you.,Bully
"@whyfearwhenyashishere then you should buy him kfc bro, he hungry",Not Bully
"Type A, type V, type V, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, type VI, 6 type VI, type VI, type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type 6 type VI,",Bully
You're a skinny nigger.,Bully
Love ur energy,Not Bully
I’ve met dudes who were unironically like this ,Not Bully
@jackmckenzie47 @sammytrumbly,Not Bully
What tf did I just watch,Not Bully
Sound,Bully
hellokittynigga92,Not Bully
Ooooo myyy gudddeeeee,Not Bully
"I want you to travel, mess up your brain, make you normal.",Bully
@rubn_ak ayeeeeeee  @lij.dabarbarian,Not Bully
"Big-ass, black-ass, black-ass, three-down, three-brow boy, looks like a big Mike under his neck.",Bully
يسري حافي ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,Not Bully
Naah that's crazy,Not Bully
This relative penis.,Bully
"Not a smiley face, not a headache, not even a subtle amount of air from my esophagus. Science says, I didn't even feel a little touched before you laughed at your brain for your muscles. It's a bad joke, I can't believe that anyone legally allowed you any creativity. You have to put it into that joke. You have to put the amount of brain energy into that brain that has the potential to power every house on Earth. Get a personality, learn a joke, read a book. I'm not saying it's funny.",Bully
Chigga wtf gigawatts,Bully
Report this guy (I can't say the n word),Not Bully
It makes me look at it.,Bully
@d2slimey___ ,Not Bully
Are you acoustic?,Bully
@noolimitpooh's hateful esh,Bully
"This is the 24th time you've seen my fucking room. Oh, my fucking God.",Bully
I genuinely wanna kill myself more and more everytime I see your posts,Bully
hit the gym gang,Not Bully
America goes to foreign lands to start wars,Not Bully
Bros finna end up like trucks,Not Bully
@armin_azimiesverresen (@nickolasverresen) _armin_azimiesen (@nickolasverresen) _armin_azimiesen (@nickolasverresen (@unicolasverresen) _in_azimi13 _nickolasverrensen (@unicolasverrensen) _armin_azimazimiesen (@nickolasverresen) _unicolasverresen (@unicolasverresen) _armif_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_ (f_a_a_a_a_a_a_a_a_a_a_a_a_a_ (f_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_a_f_f_a_a_a_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f_f/f_f_f/f/f/f/f/f_f_f_f_f_f_f_f/f/f/f/f/f/f_f/f/f/f/f/f/f_f_f/f,Bully
"Nigga, you're back.",Bully
Bi bi bi bi bi bi bi bik bike,Not Bully
"Not a smiley face, not a headache, not even a subtle amount of air from my esophagus. Science says, I didn't even feel a little touched before you laughed at your brain for your muscles. It's a bad joke, I can't believe that anyone legally allowed you any creativity. You have to put it into that joke. You have to put the amount of brain energy into that brain that has the potential to power every house on Earth. Get a personality, learn a joke, read a book. I'm not saying it's funny.",Bully
@telvinchege shut my gosh up.,Bully
"Who's Nicole, you?",Bully
Bro putting a second one of these videos on my reels got me feeling like Bush get off my screen,Not Bully
@noolimitpooh's hateful esh,Bully
Soft ass mf ,Not Bully
@vines.ethan it’s just a pfp,Not Bully
This hurts my eyes to watch,Bully
Big ass nigga triple chin boy look like a big Mac under his neck,Bully
Hard to watch hard while watching ,Not Bully
@ch._.kanz @oknaiklz ,Not Bully
 no way.... JACOB ,Not Bully
Take me for a nasty button...,Bully
@jal_paghdal15 give dat nigga some water,Bully
I’m gonna find you,Not Bully
"""hey bRo Go foWarD aH wHAT the FUaKK"". Got me dying",Bully
"Santa’s not real, Easter bunny not real, tooth fairy not real",Not Bully
Your my 13th reason why,Not Bully
bro been eating good,Not Bully
Niggers react longer than video.,Bully
Man awl hn yo cringy ahh,Not Bully
Lose weight nigga,Bully
Brilliant ,Not Bully
pretty sure we could take out 3/4 of china with a few bombs before they even knew what was coming but our president would just send them money ‍,Not Bully
My YouTube video when i accidently hold space for 5 seconds,Not Bully
Mr. Nigton came back.,Bully
I sold it lil brother fent lil bro,Not Bully
How can you write THIS Language,Not Bully
Translation @cobie399,Not Bully
"As soon as I heard the joke, I dropped my four-story phone on the balcony because it was very sad. I'd rather hear 200 loudspeakers for the rest of my life and hear the song I just heard.",Bully
This piece of shit. This piece of shit.,Bully
"Irma's oil, oil, oil, oil, touch you.",Bully
"Tofu, nobody listens to you.",Bully
Eggs who?,Bully
Do you have a voice?,Bully
@daxynjude stufu @daxynjude studu,Bully
"I want you to travel, mess up your brain, make you normal.",Bully
Say it dont spray it bro,Not Bully
I believe this is along the spectrum,Bully
nigga who the fuck are youu ,Bully
I've had enough of this nigger.,Bully
@at3nnnn ,Not Bully
Spicy.,Bully
I’m gonna inject fentanyl into your foreskin,Bully
Hate from Germany,Bully
Use me as a dislike button ------------>,Bully
Hatred from Germany.,Bully
L obesity I feel bad for bro,Not Bully
Chigga wtf gigawatts,Bully
"It's not funny for me. Your joke is so bad, I'd rather put it on my head, and you'd give it up. Honestly, it's a terrible attempt to make fun of me. It's not a joke, it's not a headache, it's not even a whisper of air from my esophagus. Science says, before you laugh, your brain heralds your face muscles, but I don't even feel a bit touched. The 0/10 joke is bad, and I can't believe that anyone is legally allowed to be creative. You have to inject the power of the brain into the potential of Hola, so that every house on Earth is empowered.",Bully
u hate this fat nigga,Bully
"Not funny I didn't laugh. Your joke is so bad I would have preferred the joke went over my head and you gave up re-telling me the joke. To be honest this is the horrid attempt at trying to get a laugh out of me. Not a chuckle, not a hehe, not even the subtle bust of air out of my esophagus. Science says before you laugh your brain preps your face muscles but I didn't even feel the slightest twitch. 0/10 this joke is bad I cannot believe anyone legally allowed to be creative at all. The amount of brain power your must have put into that hola has the potential to power every house of Earth. Get a personality and learn how to make jokes, read a book. I'm not saying this to be funny I genuinely mean it on how this is just bottom barrel embarrassment at comedy. You've single handedly killed humor and ever comedic act on the planet. I'm so disappointed that's society has talked as a whole in being able to teach you how to be funny. Honestly if I put in all my power and time to try and make your joke funny it would be required Einstein himself to build a device to strap me into so I can be connected to the energy of a billion stars to do it, and even then all the joke would get from people is a subtle scruff. You're lucky I still have the slightest of empathy for you after telling that joke I would have committed every war in crime in the book just to prevent you from attempting any humor ever again. We should put that joke in the text books so future generations can be wary of becoming such an absolute comedic failure. In disappointed hurt, and outright offended that my precious time has been wasted in my brain understanding that's joke. In the time thats took I was planning on helping kids who have been orphaned, but because of thats you've wasted my time explaining the obscene integrity of your terrible attempt at comedy. Now those kids are suffering without meals and there's nobody to blame but you. I hope you're happy with what you have done and I truly hope you can move on and learn from this situation.",Bully
@dinn_duvdevani he likes purple bro it’s not like he’s a fucking furry lol,Not Bully
Nmms  but Ong lol,Not Bully
@selfmadebando 1 like is crazy,Not Bully
Marla brought some sweets for your next meal with Fent.,Bully
Friendly fire will not be tolerated!,Not Bully
@whitney.2raww,Not Bully
friendly fire will not be tolerated,Not Bully
@hunterblomgren,Not Bully
I hope you trip and mess up your brain so bad that you become normal.,Bully
"Lived in china for many years and I actually enjoy it better than US in many aspects.  Amazing culinary, friendly people, way better infrastructure, no violence (you can literally walk in the streets at midnight and you will be fine). While US is more advanced in the military, China since ancient times have tried to awe the world with everything but violence.  Sure you can’t freely use social media but you download a VPN and you good to go.  Really a pointless video IMHO.",Not Bully
@zinthegreat99 ur not funny,Bully
So basically this nigga beatboxes after every sentence,Not Bully
Nigger turns around and talks to his partner.,Bully
Bro why,Not Bully
Gotta tuch u,Bully
kms,Not Bully
"Hey, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on.",Bully
You're retarded.,Bully
I want to kms rn bro tf was that shit ,Not Bully
pLzdOnTbRaKeuPWiThmEbaBu,Not Bully
Say it don’t spray it,Not Bully
Mr. Niggerton back wit the yappinh,Bully
@cringegreeen @vaibh.av_,Not Bully
Bro is going to watch this in five years and realize how weird he was ,Not Bully
"As soon as I heard the joke, I dropped my four-story phone on the balcony because it was very sad. I'd rather hear 200 loudspeakers for the rest of my life and hear the song I just heard.",Bully
@nick_el_mejor @onanmv @_fucksteven,Not Bully
I'm talking about niggers.,Bully
How bro felt after posting this ,Not Bully
"Lil Chigga wouldn't be disrespectful to my motherland, Emma, for sending him back to make more calls, would he?",Bully
He is right!,Not Bully
He’s clearly mixed‍,Not Bully
That one friend who says they have good internet but still have 300 ping,Not Bully
I thought he was joking but he is actually retarded.,Bully
Blud was skinny asf like 2 years ago ,Not Bully
@ch._.kanz @1take_yousef Ayy insta is wild,Not Bully
